SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
288426,1,Cash loans,F,N,N,0,202500,712858.5,34294.5,576000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.011703,-9613,-284,-9536,-2058,,1,1,0,1,0,0,Medicine staff,2,2,2,THURSDAY,18,1,1,0,1,1,0,Medicine,0.0928,,0.9851,,,,0.2069,0.1667,,,,,,,0.0945,,0.9851,,,,0.2069,0.1667,,,,,,,0.0937,,0.9851,,,,0.2069,0.1667,,,,,,,,,0.0666,Panel,No,2,0,2,0,-720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
288438,0,Cash loans,F,Y,N,0,382500,1448046,59107.5,1332000,"Spouse, partner",Commercial associate,Higher education,Married,Municipal apartment,0.072508,-21950,-15027,-15950,-4109,6,1,1,0,1,1,0,Core staff,2,1,1,TUESDAY,9,0,0,0,0,0,0,Transport: type 4,0.2227,0.1483,0.9776,0.694,0,0.24,0.2069,0.3333,0.375,0,0.1816,0.2103,0,0.0001,0.1513,0.1123,0.9777,0.706,0,0.1611,0.1379,0.3333,0.375,0,0.1322,0.1487,0,0,0.2248,0.1483,0.9776,0.6981,0,0.24,0.2069,0.3333,0.375,0,0.1847,0.2141,0,0.0001,reg oper account,block of flats,0.2185,Panel,No,0,0,0,0,-582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
288447,1,Cash loans,M,N,N,0,112500,679500,28786.5,679500,Unaccompanied,Working,Higher education,Married,House / apartment,0.018209,-14149,-1301,-5168,-5000,,1,1,0,1,0,0,,2,3,3,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
288451,0,Cash loans,F,Y,N,0,207000,760500,21042,760500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.031329,-9337,-1676,-3884,-1115,8,1,1,0,1,0,0,,2,2,2,THURSDAY,13,0,0,0,0,1,1,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288456,0,Cash loans,M,Y,N,0,450000,1800000,62698.5,1800000,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-19514,-3378,-6954,-3045,5,1,1,1,1,1,0,Accountants,2,2,2,TUESDAY,20,0,0,0,0,1,1,Industry: type 9,0.0082,0.0189,0.9871,,,0,0.069,0.0417,,0.0182,,0.0065,,0.015,0.0084,0.0196,0.9871,,,0,0.069,0.0417,,0.0186,,0.0067,,0.0158,0.0083,0.0189,0.9871,,,0,0.069,0.0417,,0.0185,,0.0066,,0.0153,,block of flats,0.0083,Panel,No,0,0,0,0,-3275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288582,0,Cash loans,M,Y,N,0,112500,922716,49288.5,855000,Unaccompanied,Working,Higher education,Married,House / apartment,0.006296,-14050,-1309,-6723,-4252,3,1,1,1,1,1,0,,2,3,3,SATURDAY,17,0,0,0,0,0,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
288720,0,Cash loans,M,N,N,0,135000,592560,31153.5,450000,Family,Working,Higher education,Married,House / apartment,0.003069,-10651,-1969,-637,-2822,,1,1,0,1,0,0,Laborers,2,3,3,FRIDAY,12,0,0,0,1,1,1,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288752,0,Cash loans,M,N,N,0,121500,1078200,34780.5,900000,Unaccompanied,Working,Higher education,Married,House / apartment,0.007305,-12150,-3184,-1063,-4464,,1,1,0,1,1,0,Drivers,2,3,3,TUESDAY,15,0,0,0,0,1,1,Security,0.0433,0,0.9866,0.8164,0.0014,0,0.0345,0.0833,0.0417,0.03,0.0353,0.0215,0,0,0.0441,0,0.9866,0.8236,0.0014,0,0.0345,0.0833,0.0417,0.0307,0.0386,0.0224,0,0,0.0437,0,0.9866,0.8189,0.0014,0,0.0345,0.0833,0.0417,0.0306,0.0359,0.0219,0,0,reg oper account,block of flats,0.0177,"Stone, brick",No,13,0,13,0,-1265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
288862,0,Cash loans,F,N,N,0,85500,1485000,39172.5,1485000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0228,-9916,-457,-1747,-319,,1,1,0,1,1,0,High skill tech staff,2,2,2,SUNDAY,17,0,0,0,1,1,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288883,0,Cash loans,F,N,N,0,121500,1520253,44581.5,1327500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.003069,-12742,-3978,-4505,-4561,,1,1,0,1,0,0,Core staff,2,3,3,FRIDAY,15,0,0,0,0,1,1,School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1423,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
288963,0,Cash loans,F,Y,N,0,315000,1928304,71590.5,1800000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-17471,-359,-614,-988,3,1,1,0,1,0,0,,2,1,1,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.101,0.0392,0.9791,0.7144,0.0361,0.08,0.0345,0.5417,0.5833,0,0.0824,0.0842,0,0,0.1029,0.0403,0.9791,0.7256,0.0363,0.0806,0.0345,0.5417,0.5833,0,0.09,0.0875,0,0,0.102,0.0392,0.9791,0.7182,0.0364,0.08,0.0345,0.5417,0.5833,0,0.0838,0.0858,0,0,reg oper account,block of flats,0.0857,Panel,No,0,0,0,0,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288964,1,Cash loans,F,N,N,0,81000,203760,23116.5,180000,Unaccompanied,Working,Higher education,Married,With parents,0.010556,-9547,-336,-9535,-947,,1,1,0,1,0,0,Core staff,2,3,3,SATURDAY,16,0,0,0,0,0,0,Business Entity Type 2,0.3371,0.5461,0.9846,0.7892,0.0945,0,0.1379,0.125,0.1667,0.1063,0.2749,0.2678,0,0.2376,0.3435,0.5667,0.9846,0.7975,0.0954,0,0.1379,0.125,0.1667,0.1088,0.3003,0.279,0,0.2515,0.3404,0.5461,0.9846,0.792,0.0951,0,0.1379,0.125,0.1667,0.1082,0.2796,0.2726,0,0.2426,reg oper account,block of flats,0.2758,"Stone, brick",No,0,0,0,0,-1043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
288980,0,Revolving loans,M,Y,N,0,225000,427500,21375,427500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-17666,-7028,-6076,-1207,1,1,1,0,1,0,0,Managers,2,1,1,FRIDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.3948,0.1974,0.9821,0.762,0.1506,0.48,0.2069,0.625,0.6667,0.1136,0.3219,0.4858,0,0.0038,0.4023,0.2044,0.9826,0.7713,0.152,0.4834,0.2069,0.625,0.6667,0,0.3517,0.5048,0,0,0.3987,0.1973,0.9826,0.7652,0.1515,0.48,0.2069,0.625,0.6667,0.0425,0.3275,0.4945,0,0.0051,org spec account,block of flats,0.3821,Panel,No,0,0,0,0,-199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
289141,0,Cash loans,F,N,N,0,112500,450000,38623.5,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-10848,-139,-4809,-3531,,1,1,1,1,0,0,Accountants,2,2,2,MONDAY,13,0,0,0,0,0,0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289173,0,Cash loans,F,N,N,0,225000,675000,36747,675000,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.014464,-16003,-544,-8083,-4821,,1,1,1,1,0,0,High skill tech staff,2,2,2,MONDAY,10,0,0,0,0,0,0,Transport: type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
289206,0,Cash loans,M,Y,N,0,121500,545040,28350,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.02461,-14043,-2209,-6594,-4778,13,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,10,0,0,0,0,0,0,Transport: type 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289267,0,Cash loans,M,N,N,0,202500,521280,41926.5,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019101,-18231,-1989,-580,-1576,,1,1,0,1,0,0,High skill tech staff,2,2,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,-1834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
289311,0,Cash loans,F,N,N,0,112500,450000,20979,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019101,-11083,-2713,-5218,-1455,,1,1,1,1,1,0,Accountants,2,2,2,SUNDAY,11,0,0,0,0,0,0,Transport: type 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
289406,0,Cash loans,M,N,N,0,180000,900000,29034,900000,Unaccompanied,Working,Higher education,Married,Office apartment,0.025164,-17381,-1718,-6972,-940,,1,1,0,1,1,0,Drivers,2,2,2,SUNDAY,12,0,0,0,0,0,0,Transport: type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
289516,0,Cash loans,M,N,N,0,337500,360000,35604,360000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.008575,-13507,-369,-7092,-4278,,1,1,1,1,1,0,,2,2,2,MONDAY,20,0,1,1,0,1,1,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289585,0,Cash loans,F,N,N,0,157500,657702,21343.5,549000,Unaccompanied,Working,Higher education,Married,House / apartment,0.010147,-17387,-2193,-9021,-916,,1,1,0,1,0,0,Sales staff,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,0.1113,0.0893,0.9876,0.83,0.0252,0.12,0.1034,0.3333,0.375,0.0827,0.0908,0.114,0,0.0137,0.1134,0.0927,0.9876,0.8367,0.0254,0.1208,0.1034,0.3333,0.375,0.0846,0.0992,0.1188,0,0.0145,0.1124,0.0893,0.9876,0.8323,0.0253,0.12,0.1034,0.3333,0.375,0.0841,0.0923,0.116,0,0.014,reg oper account,block of flats,0.0897,Panel,No,0,0,0,0,-1402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
289657,0,Revolving loans,F,N,N,0,180000,585000,29250,585000,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.020713,-17157,-2110,-668,-689,,1,1,0,1,0,0,Managers,2,3,2,MONDAY,14,1,1,0,1,1,0,Self-employed,0.1113,,0.9975,,,0.08,0.069,0.3333,,0.0981,,0.1752,,0.147,0.1134,,0.9975,,,0.0806,0.069,0.3333,,0.1004,,0.1826,,0.1556,0.1124,,0.9975,,,0.08,0.069,0.3333,,0.0998,,0.1784,,0.1501,,block of flats,0.1984,"Stone, brick",No,9,0,9,0,-417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
289658,0,Cash loans,F,N,N,0,270000,787131,26014.5,679500,Unaccompanied,State servant,Higher education,Married,Municipal apartment,0.003813,-16311,-8416,-8452,-4618,,1,1,1,1,1,0,Core staff,2,2,2,FRIDAY,14,0,0,0,0,0,0,School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289666,0,Cash loans,M,N,N,0,270000,573628.5,29416.5,463500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018634,-8613,-208,-8597,-1203,,1,1,0,1,0,0,,2,2,2,FRIDAY,14,0,0,0,0,0,0,Transport: type 4,0.0938,,0.9806,,,0.08,0.0345,0.5417,,,,0.1048,,,0.0956,,0.9806,,,0.0806,0.0345,0.5417,,,,0.1091,,,0.0947,,0.9806,,,0.08,0.0345,0.5417,,,,0.1066,,,,block of flats,0.1074,"Stone, brick",No,0,0,0,0,-622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289842,0,Cash loans,M,Y,N,0,225000,675000,66762,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.02461,-22296,-1553,-13450,-4351,3,1,1,1,1,1,0,Managers,2,2,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1040,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289893,0,Cash loans,F,N,N,0,180000,675000,53329.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,-13581,-270,-4455,-2344,,1,1,0,1,1,0,Accountants,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.099,0.0273,0.9925,,,0.08,0.0345,0.625,,0.0504,,0.0942,,0,0.1008,0.0283,0.9926,,,0.0806,0.0345,0.625,,0.0515,,0.0982,,0,0.0999,0.0273,0.9925,,,0.08,0.0345,0.625,,0.0512,,0.0959,,0,,block of flats,0.0741,Panel,No,0,0,0,0,-1056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289900,0,Cash loans,F,N,N,0,315000,1546020,45202.5,1350000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-12755,-2577,-6854,-3382,,1,1,0,1,1,1,Managers,2,1,1,FRIDAY,10,0,1,1,0,1,1,Business Entity Type 3,0.066,0.0661,0.9747,0.6532,0.0086,0,0.1379,0.125,0.1667,0.0515,0.0538,0.0507,0,0,0.0672,0.0686,0.9747,0.6668,0.0087,0,0.1379,0.125,0.1667,0.0527,0.0588,0.0529,0,0,0.0666,0.0661,0.9747,0.6578,0.0087,0,0.1379,0.125,0.1667,0.0524,0.0547,0.0516,0,0,reg oper account,block of flats,0.0399,"Stone, brick",No,0,0,0,0,-1755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
289932,0,Cash loans,M,Y,N,0,261000,521280,19318.5,450000,Family,Working,Higher education,Married,House / apartment,0.030755,-18102,-1082,-7634,-1664,7,1,1,0,1,0,0,High skill tech staff,2,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.0515,0.0652,0.9896,0.8572,0.009,0,0.1379,0.1667,0.2083,0.0532,0.042,0.0507,0,0,0.0525,0.0677,0.9896,0.8628,0.009,0,0.1379,0.1667,0.2083,0.0544,0.0459,0.0529,0,0,0.052,0.0652,0.9896,0.8591,0.009,0,0.1379,0.1667,0.2083,0.0541,0.0428,0.0517,0,0,reg oper account,block of flats,0.0448,"Stone, brick",No,3,0,3,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289935,0,Cash loans,M,Y,N,0,193500,454500,18247.5,454500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-16197,-733,-1173,-4428,7,1,1,1,1,0,0,Sales staff,2,1,1,SUNDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.3335,0.1462,0.997,0.9592,0.0826,0.32,0.1379,0.5208,0.5625,0.1041,0.2614,0.3329,0.0483,0.0302,0.2847,0.1233,0.997,0.9608,0.0834,0.3222,0.1379,0.375,0.4167,0.0943,0.2296,0.2677,0.0156,0.0257,0.3367,0.1462,0.997,0.9597,0.0831,0.32,0.1379,0.5208,0.5625,0.1059,0.2659,0.3389,0.0485,0.0309,reg oper spec account,block of flats,0.2473,Panel,No,0,0,0,0,-2939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289956,0,Cash loans,F,N,N,0,180000,225000,26703,225000,Family,Working,Higher education,Married,House / apartment,0.00702,-11201,-2361,-1874,-3096,,1,1,0,1,0,1,High skill tech staff,2,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-3077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
289977,0,Revolving loans,F,Y,N,0,360000,405000,20250,405000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.006671,-13678,-5009,-477,-3578,8,1,1,0,1,0,0,,2,2,2,THURSDAY,19,0,0,0,0,0,0,Security Ministries,0.0021,,0.9657,,,,0.0345,0.0417,,,,0.0016,,,0.0021,,0.9657,,,,0.0345,0.0417,,,,0.0017,,,0.0021,,0.9657,,,,0.0345,0.0417,,,,0.0016,,,,block of flats,0.0021,"Stone, brick",No,0,0,0,0,-251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289993,0,Cash loans,F,Y,N,0,202500,1535553,40635,1372500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.014464,-12179,-1028,-2338,-3211,8,1,1,0,1,0,0,Core staff,2,2,2,FRIDAY,6,0,0,0,0,0,0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290016,0,Cash loans,M,Y,N,0,166500,1014588,30892.5,909000,,Working,Higher education,Married,House / apartment,0.016612,-22246,-12556,-2182,-5486,11,1,1,0,1,0,0,Core staff,2,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 2,0.3701,0.2345,0.9965,0.9524,0.0776,0.36,0.3103,0.375,0.4167,0.0411,0.2984,0.3437,0.0154,0.0156,0.3771,0.2434,0.9965,0.9543,0.0783,0.3625,0.3103,0.375,0.4167,0.042,0.326,0.3581,0.0156,0.0165,0.3737,0.2345,0.9965,0.953,0.0781,0.36,0.3103,0.375,0.4167,0.0418,0.3036,0.3499,0.0155,0.016,reg oper account,block of flats,0.3161,Panel,No,0,0,0,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290053,0,Cash loans,F,N,N,0,90000,239850,27189,225000,Family,State servant,Higher education,Married,House / apartment,0.003069,-11638,-1997,-5393,-4027,,1,1,0,1,0,0,Core staff,2,3,3,MONDAY,11,0,0,0,0,1,1,Legal Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,-584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290176,0,Cash loans,M,Y,N,0,247500,1078200,34780.5,900000,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.010276,-16904,-368,-2993,-452,12,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.2216,0,0.9831,0.7688,0.0431,0.24,0.2069,0.3333,0.375,0.1157,0.1807,0.9784,0,0,0.1492,0,0.9831,0.7779,0.0282,0.1611,0.1379,0.3333,0.375,0.0568,0.1304,0.3436,0,0,0.2238,0,0.9831,0.7719,0.0434,0.24,0.2069,0.3333,0.375,0.1177,0.1838,0.996,0,0,reg oper account,block of flats,0.2885,Panel,No,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
290204,0,Cash loans,F,N,N,0,135000,538704,23859,481500,"Spouse, partner",Working,Higher education,Married,House / apartment,0.035792,-21422,-3632,-5823,-4973,,1,1,0,1,0,0,Core staff,2,2,2,MONDAY,13,0,0,0,0,0,0,Government,,,0.9841,,,,,,,,,0.0448,,,,,0.9841,,,,,,,,,0.0466,,,,,0.9841,,,,,,,,,0.0456,,,,,0.0627,,No,3,0,3,0,-2426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290207,0,Cash loans,F,N,N,0,166500,622413,31909.5,495000,Unaccompanied,Working,Higher education,Married,House / apartment,0.00496,-12411,-1938,-674,-2697,,1,1,0,1,0,0,Sales staff,2,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.134,,0.9771,0.6872,,0,0.2414,0.1942,0.25,0.0842,0.1093,,0,,0.1366,,0.9772,0.6994,,0,0.2414,0.1667,0.2083,0.0506,0.1194,,0,,0.1353,,0.9771,0.6914,,0,0.2414,0.1667,0.25,0.0959,0.1112,,0,,reg oper account,block of flats,0.0859,,No,0,0,0,0,-989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
290234,0,Cash loans,F,N,N,0,90000,512064,18522,360000,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-19669,-2577,-9421,-2618,,1,1,0,1,0,0,Cooking staff,2,2,2,TUESDAY,18,0,0,0,0,0,0,Business Entity Type 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7
290252,0,Cash loans,F,Y,N,0,270000,1260000,34650,1260000,Unaccompanied,Working,Higher education,Married,House / apartment,0.008575,-19950,-3545,-5470,-3301,5,1,1,0,1,1,0,Managers,2,2,2,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.1103,0.1027,0.9821,0.7484,0,0.16,0.1379,0.25,0.375,0.0628,0.121,0.0995,0,0,0.0735,0.0963,0.9816,0.7583,0,0.1611,0.1379,0.1667,0.375,0.0504,0.1322,0.0473,0,0,0.1114,0.1027,0.9821,0.7518,0,0.16,0.1379,0.25,0.375,0.0639,0.1231,0.1013,0,0,reg oper spec account,block of flats,0.0529,"Stone, brick",No,1,1,1,1,-1267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
